graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,48,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,134.025001
0,49,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,79.799999,24.524999
0,50,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,37.799999,68.325
0,51,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,71.399997,9.525
0,52,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,54.600001,9.525
0,53,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,144.974998
0,54,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,37.799999,123.075001
0,55,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,101.175
0,56,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,68.325001
0,57,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,21.0,9.525
0,58,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,62.999998,15.875
0,59,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,57.375
0,60,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,12.599999,9.525
0,61,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,15.874999
0,62,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,4.2,9.525
0,63,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,79.799999,24.524999
0,64,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.600001,79.799999,15.875
0,65,0,True,False,False,0.0,0.0,1.0,0.0,0.0,4.2,62.999998,15.874999
0,66,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,54.600001,68.325
0,67,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.6,71.399997,9.525
0,68,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,134.025001
0,69,0,True,False,False,0.0,1.0,0.0,0.0,0.0,33.600001,25.550001,15.874999
0,70,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,29.399999,112.125
0,71,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.6,35.475001
0,72,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,155.924996
0,73,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,71.399997,15.874999
0,74,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,24.524999
0,75,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,62.999998,9.525
0,76,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,4.2,9.525
0,77,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,96.600003,9.525
0,78,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,123.075001
0,79,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,88.200001,9.525
0,80,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.6,90.224998
0,81,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,105.0,9.525
0,82,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,105.0,9.525
0,83,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,37.799999,9.525
0,84,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.399999,144.974998
0,85,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,46.425002
0,86,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,24.524999
0,87,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,46.425002
0,88,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.600001,121.799999,9.525
0,89,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,144.974998
0,90,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,71.399998,35.475001
0,91,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,54.600001,24.524999
0,92,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,29.399999,68.325001
0,93,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,37.799999,57.375
0,94,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,144.974998
0,95,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.399999,90.224998
0,96,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,46.200001,79.275001
0,97,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,105.0,9.525
0,98,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.6,68.325
0,99,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,37.799999,112.125
0,100,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,37.799999,112.125
0,101,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,71.399997,9.525
0,102,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,35.475001
0,103,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.399999,90.224998
0,104,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.4,155.924995
0,105,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,68.325001
0,106,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,29.4,123.075001
0,107,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,46.425002
0,108,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.599999,21.0,9.525
0,109,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,90.224998
0,110,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,29.399999,35.475
0,111,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,123.075001
0,112,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,96.600003,9.525
0,113,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,57.375
0,114,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,24.524999
0,115,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,29.4,9.525
0,116,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,46.200001,9.525
0,117,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,37.799999,57.375
0,118,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,46.200001,155.924996
0,119,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,46.200001,90.224998
0,120,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,29.399999,79.275001
0,121,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,68.325001
0,122,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.600001,62.999998,15.874999
0,123,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,79.275002
0,124,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,88.200001,9.525
0,125,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,79.799999,15.875
0,126,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.399999,68.325001
0,127,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,105.0,9.525
0,128,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.599999,62.999998,9.525
0,129,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,79.799999,9.525
0,130,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,105.0,9.525
0,131,0,True,False,False,0.0,0.0,1.0,0.0,0.0,4.2,79.799999,15.874999
0,132,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.4,123.075001
0,133,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.600001,62.999998,24.524999
0,134,0,True,False,False,0.0,1.0,0.0,0.0,0.0,25.2,25.550001,15.875
0,135,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,46.425001
0,136,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,68.325001
0,137,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,101.174999
0,138,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,46.425001
0,139,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,29.399999,9.525
0,140,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,155.924996
0,141,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,24.524999
0,142,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,54.600001,144.974998
0,143,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,144.974999
0,144,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,112.125
0,145,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,134.025002
0,146,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.399999,35.475001
0,147,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.050002,33.600001,15.874999
0,148,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,46.200001,112.125
0,149,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.6,57.375
0,150,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,79.275001
0,151,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.399999,57.375
0,152,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,96.600003,9.525
0,153,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,71.399997,46.425002
0,154,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,134.025001
0,155,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,96.600003,9.525
0,156,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.4,155.924996
0,157,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,88.200001,9.525
0,158,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,123.075001
0,159,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,71.399997,15.874999
0,160,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,71.399997,24.524999
0,161,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.399999,79.275002
0,162,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,155.924995
0,163,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,29.399999,123.075001
0,164,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,29.4,101.175
0,165,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,121.799999,9.525
0,166,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,46.200001,9.525
0,167,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.399999,68.325
0,168,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,57.375
0,169,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,62.999998,15.874999
0,170,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.599999,88.200001,9.525
0,171,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,123.075001
0,172,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.4,35.475001
0,173,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.6,112.125
0,174,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.600001,71.399998,15.874999
0,175,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,46.200001,46.425001
0,176,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.6,112.125
0,177,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.399999,144.974998
0,178,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.600001,113.399997,9.525
0,179,0,True,False,False,0.0,0.0,1.0,0.0,0.0,4.2,71.399997,15.875
0,180,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,24.525
0,181,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,88.200001,9.525
0,182,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,62.999998,9.525
0,183,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,46.200001,9.525
0,184,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.6,123.075001
0,185,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.399999,46.200001,87.049997
0,186,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,123.075001
0,187,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,96.600003,9.525
0,188,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,155.924996
0,189,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,4.2,9.525
0,190,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,57.375
0,191,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,144.974998
0,192,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.4,121.799999,9.525
0,193,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,35.475001
0,194,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,46.200001,57.375
0,195,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.399999,57.375
0,196,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,144.974998
0,197,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.6,57.375
0,198,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,46.200001,90.224998
0,199,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.4,96.600003,9.525
0,200,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.399999,112.125
0,201,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.6,46.425002
0,202,0,True,False,False,0.0,1.0,0.0,0.0,0.0,8.75,50.050001,15.874999
0,203,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,121.799999,9.525
0,204,0,True,False,False,0.0,0.0,1.0,0.0,0.0,4.2,79.799999,24.524999
0,205,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.4,35.475001
0,206,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,79.799999,46.425002
0,207,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,105.0,9.525
0,208,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.799999,12.599999,9.525
0,209,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.600001,79.799999,24.524999
0,210,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.399999,144.974998
0,211,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,79.275001
0,212,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,90.224998
0,213,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,79.275002
0,214,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,71.399998,24.525
0,215,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,54.600001,9.525
0,216,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,46.200001,9.525
0,217,0,True,False,False,0.0,0.0,1.0,0.0,0.0,4.2,71.399998,24.524999
0,218,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.6,12.6,9.525
0,219,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,62.999998,9.525
0,220,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.399999,112.125
0,221,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,37.799999,9.525
0,222,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,155.924996
0,223,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,79.799999,9.525
0,224,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,134.025002
0,225,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,101.175
0,226,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,123.075001
0,227,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,155.924995
0,228,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,29.399999,155.924995
0,229,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,62.999998,24.524999
0,230,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,4.2,9.525
0,231,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,46.425002
0,232,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.599999,46.200001,35.475
0,233,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,46.200001,9.525
0,234,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,113.399997,9.525
0,235,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,54.6,9.525
0,236,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.399999,65.099998,32.300001
0,237,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.599999,46.200001,9.525
0,238,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,54.600001,79.275001
0,239,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,71.399997,9.525
0,240,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,144.974998
0,241,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.4,123.075001
0,242,0,True,False,False,0.0,0.0,0.0,0.0,0.0,37.799999,37.799999,57.375
0,243,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,29.399999,144.974998
0,244,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,37.799999,101.174999
0,245,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,29.4,24.524999
0,246,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,68.325001
0,247,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,37.799999,144.974998
0,248,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,155.924995
0,249,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,101.174999
0,250,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,37.799999,9.525
0,251,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.6,113.399997,9.525
0,252,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.4,37.799999,15.875
0,253,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,62.999998,24.524999
0,254,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,46.200001,9.525
0,255,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.600001,21.0,9.525
0,256,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.399999,79.275002
0,257,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.399999,112.125
0,258,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,112.125
0,259,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,71.399997,46.425002
0,260,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,21.0,9.525
0,261,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,101.174999
0,262,0,True,False,False,1.0,0.0,0.0,0.0,0.0,46.200001,21.0,9.525
0,263,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,24.524999
0,264,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.600001,15.874999
0,265,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,68.325
0,266,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,62.999998,9.525
0,267,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,79.799999,46.425001
0,268,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,112.125
0,269,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,54.600001,15.874999
0,270,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.4,101.174999
0,271,0,True,False,False,1.0,0.0,0.0,0.0,0.0,29.399999,29.399999,9.525
0,272,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,35.475001
0,273,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,29.4,134.025002
0,274,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,113.399998,9.525
0,275,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,29.4,46.425002
0,276,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,68.325
0,277,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,71.399998,24.524999
0,278,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,46.200001,144.974998
0,279,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,29.4,101.174999
0,280,0,True,False,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.600001,155.924995
0,281,0,True,False,False,0.0,0.0,1.0,0.0,0.0,12.6,37.799999,24.524999
0,282,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,79.799999,15.875
0,283,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,123.075001
0,284,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.6,4.2,9.525
0,285,0,True,False,False,0.0,1.0,0.0,0.0,0.0,8.75,42.0,15.874999
0,286,0,True,False,False,0.0,0.0,1.0,0.0,0.0,46.200001,29.4,35.475001
0,287,0,True,False,False,1.0,0.0,0.0,0.0,0.0,21.0,4.2,9.525
0,288,0,True,False,False,0.0,0.0,1.0,0.0,0.0,21.0,37.799999,123.075001
0,289,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.599999,96.600003,9.525
0,290,0,True,False,False,1.0,0.0,0.0,0.0,0.0,4.2,79.799999,9.525
0,291,0,False,True,False,1.0,0.0,0.0,0.0,0.0,54.600001,37.799999,9.525
0,292,0,False,True,False,1.0,0.0,0.0,0.0,0.0,54.6,29.399999,9.525
0,293,0,False,True,False,0.0,0.0,1.0,0.0,0.0,21.0,54.6,35.475
0,294,0,False,True,False,0.0,0.0,1.0,0.0,0.0,29.399999,29.399999,112.125
0,295,0,False,True,False,0.0,0.0,1.0,0.0,0.0,37.799999,54.600001,134.025002
0,296,0,False,True,False,0.0,0.0,1.0,0.0,0.0,12.6,29.399999,46.425002
0,297,0,False,True,False,0.0,0.0,1.0,0.0,0.0,29.399999,54.600001,101.175
0,298,0,False,True,False,0.0,0.0,1.0,0.0,0.0,37.799999,79.799999,35.475001
0,299,0,False,True,False,0.0,0.0,1.0,0.0,0.0,21.0,79.799999,35.475001
0,300,0,False,True,False,0.0,0.0,1.0,0.0,0.0,37.799999,37.799999,79.275002
